artist,album,track,uri,time_signature,popularity_levels,album.release_year_category,artist.id,artist.genres,estimated_genre_type,genre_category
Benny Golson Quintet,Domingo,In Your Own Sweet Way,0yDs05W3SA33wPtfXCkQCG,4,"[0,1]","[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,,Not Assigned
Kenny Garrett,Songbook,Wooden Steps,61RJ195BgOhpoctNo1aU0G,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
Shinsei Kamattechan,Minna Sine,ultimate laser!,5KReEIuvL5YE9ABtg6KQoa,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
Alexa Tarantino,Crossing Paths,Opus 2 No. 2,22pP6KUrNx14cZXqk8cf5q,4,"[0,1]","(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Just Friends - Takes 3 / False Start & Take 4 / Alternate,0Aob5un7YT7YIaCiEJ1KNj,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Kenny Garrett,Songbook,She Waits for the New Sun,54FF7aUkL3s8cXXbIJpfPn,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
Plaid,The Digging Remedy,Melifer,5CwpQExnCUlLhKwLhBeTAc,4,"(24,85]","(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,dance,dance
KNOWER,Let Go,Time Traveler,53qkkSKD3fQaZmzA2vGoo4,4,"(24,85]","(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
rü,terodesu,Para Dormir 2,47cyKlzJyorCiVjYWWTRIP,4,"[0,1]","(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,indie,indie
Juan Serrano,At the World's Fair,Inolvidable (Aires de Malaga),4d5TF8MxT6J8apaKPwwW28,4,"[0,1]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Manchester Orchestra,Mean Everything To Nothing,I've Got Friends,69BMd64Zq2W84cOeCRguEp,4,"(24,85]","(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,rock,other
Sonny Stitt Quartet,Tune-Up!/Constellation,I Got Rhythm,6Z3pVgw958zF7oi7CYXYW8,4,"[0,1]","(2002,2010]",03Sna6rwmroeEViv4M4K8H,bebop|hard bop|jazz quartet,jazz,jazz
Charles McPherson,First Flight Out,First Flight Out,2xRkBPAxyleYQzGy9Njynl,3,"[0,1]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
bôa,Twilight,Elephant,7IlQIVklcAI9Sta8CFiYrl,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
VHS Head,Trademark Ribbons of Gold,Skyline,1OsmG3jK3kx5vXMljUPzuU,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
RATKING,So It Goes,Bug Fights,3XjovhIv74a5pKbVpeKaRl,4,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
Dexter Gordon,Our Man In Paris,Like Someone In Love - Rudy Van Gelder Edition / 2003 Remaster,5dUY6JwWCdkaEJuDlvFCij,4,"(1,24]","[1957,2002]",3NUsiT2JSyaWAnWaXxDzhQ,bebop|hard bop|jazz|jazz saxophone|vocal jazz,jazz,jazz
John Coltrane,Coltrane Plays the Blues,Mr. Syms,0zqdzQsIvZXRRpbujjhvg5,4,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
Chick Corea,Hot House,Once I Loved,4kDIky0N19v4klVxcyPRkj,3,"(1,24]","(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,jazz,jazz
Manchester Orchestra,Mean Everything To Nothing,Pride,6gw7wvsEqHAihATnECGJBN,4,"(24,85]","(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,rock,other
Charlie Parker,Charlie Parker With Strings,I'm In The Mood For Love,5SxxlkAvLyFfT9wlb3mtWE,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
DJ Shadow,The Mountain Will Fall,Depth Charge,0MSvII5N7hYt7qFC4ISX0d,5,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
bohemianvoodoo,echoes,Get Dressed Up,60hKphiOE5aET1wrTKmliP,4,"(1,24]","(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,jazz,jazz
Sonny Stitt Quartet,Tune-Up!/Constellation,Constellation,6IOUIBRJ8D9rVoEb3AJvuN,4,"[0,1]","(2002,2010]",03Sna6rwmroeEViv4M4K8H,bebop|hard bop|jazz quartet,jazz,jazz
John Coltrane,Coltrane Plays the Blues,Blues to You,50LULZyx2xFDsjLxGtovk1,1,"(1,24]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
What the Tango?!,Alt Mission,Bohemio (Eo Remix),5Nm6iGwf8Xn88QgEMUGmJp,4,"[0,1]","(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,,Not Assigned
Ensiferum,Ensiferum,Windrider,4N3HQSkTvWPteHJq63GXah,4,"(24,85]","[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,metal,other
Hiromi,Spark,Wake Up And Dream,79MZDYloai2DBHbCNljOM9,3,"[0,1]","(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Summertime,7eUTwB0wLt753n2fxRRQYE,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Charles McPherson,First Flight Out,My Funny Valentine,67BnYrsSPnsrUynikVQ6wH,3,"[0,1]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Dave Liebman,Solo (Live in New York),The Fourth Wall (Live),1mFxpy9C0hk0waCuzNkK6L,4,"[0,1]","(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,jazz,jazz
MGMT,Congratulations,It's Working,2sCaihW0VlDKecbUgMSzRY,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
Gary Burton,Crystal Silence,What Game Shall We Play Today,5VQBSkwRPpjkmUPjPvlwTA,4,"(1,24]","[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,jazz,jazz
bôa,Twilight,Scoring,7tQNlpDjQoHaqPXui0iV47,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Lee Morgan,Cornbread,Ceora,5rQTh8OF3mfjgu0NJkSTOk,4,"(24,85]","[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
Shinsei Kamattechan,Tomodachi Wo Koroshite Made,Chiritori,2qVqLrHfDRdY1DDs78bEW4,4,"[0,1]","(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,alternative,alternative
MGMT,Oracular Spectacular,Weekend Wars,19K3lUMJmOdeuOBTrbLm19,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
Branford Marsalis Quartet,Requiem,A Thousand Autumns,6LjvK2dHauCUwwvtuvEAdS,3,"(1,24]","[1957,2002]",795yvukGj0UOfcP8uftDq9,jazz quartet,jazz,jazz
South Beach Recycling,"Japanese Boogie & Disco, Vol. 2",Sugoi Kirei,2LxxinUdDm2iTvY1Mny9xZ,4,"[0,1]","(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Charles McPherson,Siku Ya Bibi,I'm A Fool To Want You,29Bf0fqAtUoCNCwX0gp3FN,4,"[0,1]","[1957,2002]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Lamb of God,Ashes Of The Wake,Now You've Got Something to Die For,6uw0ccDTu2taJB1KU6ggQk,4,"[0,1]","(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,alternative,alternative
The Flashbulb,Hardscrabble,The Basement Trio,3CXQ0ufPdOwktLvew0ePMi,4,"(1,24]","(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,dance,dance
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 15: No. 2 in F-Sharp Major",7COwxGuVMoceZDVWwfPU5i,3,"(1,24]","(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,classical,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Tiny's Tempo,0wGRpO52oqWLaIkJa5QSY0,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
bôa,Twilight,For Jasmine,17jT2sswY95fInGiT3nfw7,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Charles McPherson,Come Play With Me,Lonely Little Chimes,522qzjztdiwTfy4WZ93Nf6,3,"[0,1]","(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
ROSALÍA,El Mal Querer,PIENSO EN TU MIRÁ - Cap.3: Celos,5r8mGKhCDIVWb3AG4hm0l0,3,"(24,85]","(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,r&b,other
Donald Harrison,Quantum Leap,The Sand Castle Head Hunter,10ruBPQkdR4KBietJcA4cH,4,"[0,1]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
bôa,Twilight,Duvet [Acoustic],2KphT1j1WWgm2FfzeAcgH3,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
RATKING,So It Goes,So Sick Stories,24zhge7SG4otKv8D0kLaTz,4,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
Lamb of God,Ashes Of The Wake,Break You,0aaRyvAdK0kU1GceD2aS3H,4,"[0,1]","(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,alternative,alternative
Donald Harrison,The Chosen,Caravan,2oovYKSlMQs6g6EyjVZ3E3,3,"[0,1]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
Ensiferum,Ensiferum,Token Of Time,3sUH0JiRGGWOaCd46abkRA,4,"(24,85]","[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,metal,other
KNOWER,Think Thoughts,Paying The Price Now (feat. Tim Lefebvre),6cA87nJJZsZgzg7CFxRc23,4,"(1,24]","(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
VHS Head,Trademark Ribbons of Gold,Seen Enough?,09gqYF04PQFwG1dMSWYopO,4,"(1,24]","(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,vaporwave,other
Terell Stafford,Brotherlee Love,Favor,5Iy1m9ljZ3pg7uy8zioS2e,3,"[0,1]","(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,jazz,jazz
Thundercat,It Is What It Is,Dragonball Durag,7eWGnKg4B44sbBPpQp4y2c,4,"(24,85]","(2015,2022]",4frXpPxQQZwbCu3eTGnZEw,afrofuturism,afrofuturism,other
Sungazer,"Sungazer, Vol. 2",Drunk,06TOkR7dO7PLwhToEMB48x,4,"(24,85]","(2015,2022]",1uvnDqn7UvVy6orSq1E2YF,livetronica|progressive jazz fusion,jazz,jazz
Charles McPherson,First Flight Out,7th Dimension,2rYY9qv3bA0ndnnjLnF6T5,4,"[0,1]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Donald Harrison,The Chosen,Drum Line,6qAZCARMfqMSJvZ1wvqk9b,4,"[0,1]","(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,jazz,jazz
Lee Morgan,The Sidewinder,Totem Pole,510LpM3avsyNcWcMS1MkLg,4,"(1,24]","[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,jazz,jazz
Hiromi,Spark,Wonderland,0epm0rjzJOI4AjIQnZXIZw,4,"[0,1]","(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,jazz,jazz
Art Blakey,Moanin',Moanin' (Alternate Take) - Remastered,7KL9M1iIzHnKBK24pkyTNE,4,"(24,85]","[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,jazz,jazz
Hiromi,Spark,Dilemma,78CGhCOGbQikrpkz7DMbCi,3,"[0,1]","(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,jazz,jazz
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Bluebird,6OUM8XYpfTJyEULJQiTDp4,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Bitter Suite 1 and 2: Meeting Ms. Leading and Through The Dime,3yZqfLW8r9ZYHAZ7iDgsNM,4,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Willie Jones III,Groundwork,Hindsight,6GBEIOKf09ZHyntTlG8xtL,4,"(1,24]","(2010,2015]",06zKa5bEBIn8j0iUdCR6cX,jazz drums|straight-ahead jazz,jazz,jazz
Macross 82-99,CHAM!,In The Moonlight,29hlctOKXWwP7dOHmnLO6p,4,"(24,85]","(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,bass,other
Art Blakey,Moanin',Blues March - Remastered,3OyJe2L52BHpACsMjOKLFg,4,"(24,85]","[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,jazz,jazz
DJ Shadow,The Mountain Will Fall,Suicide Pact,08PNvbkRVIzHrjJqfdTCna,4,"[0,1]","(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,big,other
MGMT,Congratulations,Song for Dan Treacy,4SjbThOBAifCj4cBAI12T1,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
Bruno Mars,24K Magic,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,4,"(24,85]","(2015,2022]",0du5cEVh5yTK9QJze8zA0C,dance pop|pop,dance,dance
The Fall of Troy,Doppelganger,Macaulay McCulkin,3PQt61PGvdUDJYylhY22j8,5,"(24,85]","(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,post-hardcore,other
MGMT,Oracular Spectacular,4th Dimensional Transition,5qdCsd05UUdtAsAtET9gxV,4,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
Yam Who?,"Japanese Boogie & Disco, Vol. 2",Mono Drive,56KqUmWq2PK8G6Lanqrz6G,4,"[0,1]","(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
John Coltrane,Coltrane's Sound,Central Park West,0Ve1sQdEcXQe0ZpS8AWDPC,4,"(24,85]","[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,jazz,jazz
rü,terodesu,Maaal,3pYtzFMDt27zsyxPjaM6b4,4,"[0,1]","(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,indie,indie
Charles McPherson,Siku Ya Bibi,Don't Explain,4nPLJScd2YS4Vd5bO8WrS9,3,"[0,1]","[1957,2002]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Kenny Garrett,Songbook,The House That Nat Built,5IiiIFe4tsBtbaxqR3yIBY,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
Kenny Garrett,Songbook,November 15,6KZKVgK5NmJtJ8hysKmGya,4,"(1,24]","[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,jazz,jazz
Miles Davis,Kind Of Blue,"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans)",3R3fcrKaeBr3U6s9R2belr,3,"(24,85]","[1957,2002]",0kbYTNQb4Pb1rPbbaF0pT4,cool jazz|hard bop|jazz|jazz fusion|jazz trumpet|uk contemporary jazz,jazz,jazz
Yusef Lateef,Jazz Flute,Slippin' & Slidin',6bqRo2wIdSizQIRgIiyUvh,4,"[0,1]","(2010,2015]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
Juan Serrano,Plays Popular Music of Spain and the Old World,Christmas of Spain,6iTMmSzekmTnjNcOROcfPL,4,"(1,24]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
RATKING,So It Goes,Canal,6bCBUWQeDctxyc3BfDaRfS,4,"[0,1]","(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,escape,other
Cannonball Adderley,Nancy Wilson/Cannonball Adderley,One Man's Dream - Instrumental,2iKRxDM2PEo7CnX5SHPwEH,4,"(1,24]","[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,jazz,jazz
Lamb of God,Ashes Of The Wake,What I've Become,5yIRe5ckUUUcZD72rfLAdZ,4,"[0,1]","(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,alternative,alternative
Charles McPherson,First Flight Out,Well You Needn't,02emW1OVolZvAWlklvR0VO,4,"(1,24]","(2002,2010]",6iRat96avb9tai5DCUZ7qf,,,Not Assigned
Juan Serrano,Plays Popular Music of Spain and the Old World,Doblan (Siguiriyas),2Iv62hLsBTFh0ze8vOEKgP,3,"(1,24]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Alex North,Jazz in Film,A Streetcar Named Desire,6q8gOdebdMGeE2Ypxodf4j,3,"(1,24]","[1957,2002]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
bôa,Get There,Passport,2SkmZDseuoDM1Pjudqk523,3,"[0,1]","(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
Macross 82-99,CHAM!,Peach (feat. Diana Shroomy),1Phlo7tIyS8D4aSbKMseUq,4,"(1,24]","(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,bass,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Crazeology,22SnlTeYLOfnZ66x41JXPF,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Jane's Addiction,Nothing's Shocking,Ocean Size,5lCjgHTEE7tbmzDVaCloGC,4,"(24,85]","[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,alternative,alternative
Sam Kim,Cheer Up,Confession,59OQ9zPGXtzMMIz2q8INhg,3,"(24,85]","(2015,2022]",4BBN286rBKyCWsSPq2cxYO,chill r&b|k-pop|korean pop|korean r&b,pop,pop
Charlie Parker,Bird - Original Motion Picture Soundtrack,Lester Leaps In,1Jx5ZnGojy7T1KLjxkaX2o,4,"(1,24]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Edgar Knecht,Personal Seasons,Sommerschall,0qDlqaiBlrAiXPxXDE2Isc,3,"[0,1]","(2015,2022]",5TanVo4E1Frx9a5wdjCpNf,,,Not Assigned
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Moose The Mooche,5lKqPgk1ho2Wr8UeNrHcs4,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Roy Hargrove,Nothing Serious,Invitation,6TzwRteT1RN2Slqw2Qevrp,4,"[0,1]","(2002,2010]",49zXTngyUTielHTbbH5YKs,bebop|big band|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz trumpet,jazz,jazz
Tina Guo,Game On!,Journey,3QVAJDQMG81GA1Mpd9PZFZ,3,"(1,24]","(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,cello,other
Alexa Tarantino,Crossing Paths,Final Breaths,3cz4g8MQQYY8YWSYNzIuHu,4,"[0,1]","(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,jazz,jazz
tortuganónima,Ukiyo,Ukiyo,1E0BkzEIsecQxAEJYEZI2B,4,"(1,24]","(2015,2022]",0jsPe8wkYOMs1yd3zd2aRR,chilean indie|math rock latinoamericano,rock,other
Shit Hot Soundsystem,"Japanese Boogie & Disco, Vol. 2",Kannushi,2owMZk7CJbJwE6LVViZuyS,4,"[0,1]","(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,,Not Assigned
bôa,Twilight,One Day,4Lx07ONh8LaKwrSVND9YMj,4,"[0,1]","[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,,Not Assigned
The Mars Volta,Frances the Mute,Miranda That Ghost Just Isn't Holy Anymore,0dXROD1x8bHVIdr7iSSMeN,3,"[0,1]","(2002,2010]",75U40yZLLPglFgXbDVnmVs,alternative metal|el paso indie,alternative,alternative
Juan Serrano,Plays Popular Music of Spain and the Old World,Hava Nagilah,44uHoUUXBBUkgjkV3NZex8,4,"(1,24]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Juan Serrano,At the World's Fair,Salinas (Alegrias),0NSDv9FVdsPZqIVYykrGGV,4,"[0,1]","[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,guitar,other
Charlie Parker,Charlie Parker With Strings,Everything Happens To Me - Take 1 / Alternate,1rwqIlygSxt4jkIofAsAu5,1,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Smiling Swine,5v0LKf13nzEqoEwH74JfqM,4,"[0,1]","(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,jazz
Sonny Stitt Quartet,Tune-Up!/Constellation,Tune-Up,6J5XeFgtVs0uIjOwcVgAK6,4,"[0,1]","(2002,2010]",03Sna6rwmroeEViv4M4K8H,bebop|hard bop|jazz quartet,jazz,jazz
Kinder,Archipiélago,Instantes,0YCWjPvu956fVeb6zIXaBv,4,"[0,1]","(2010,2015]",6Pan5A16TZ1aKMIpnePAZ9,math rock latinoamericano|post-rock latinoamericano,rock,other
Lauren Sevian,Bliss,Bluesishness,5hb9fTEoroFKrK9MSszzew,4,"[0,1]","(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,jazz,jazz
Charlie Parker,Charlie Parker With Strings,April In Paris - Take 2 / Alternate,7Mc62eOHNc0pIolvUHpNC1,4,"[0,1]","(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Merry-Go-Round,0dDNhQt2suPq2xCqeahdD2,4,"[0,1]","[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,jazz,jazz
Emily Remler,East To Wes,Ballad From A Music Box,1x9ucVtePrEGrDG5WvrvFP,4,"[0,1]","[1957,2002]",2KD1KC9SgUiYueJUmWTnNJ,jazz guitar,jazz,jazz
The Dave Brubeck Quartet,Time Out,Three to Get Ready,0w6EBWuqPEd2gBjofr5mmc,3,"(1,24]","[1957,2002]",4iRZAbYvBqnxrbs6K25aJ7,bebop|jazz|jazz quartet,jazz,jazz
Aphex Twin,Collapse EP,T69 collapse,1vTCJDVG7OiYw7LLmxTzVG,4,"(24,85]","(2015,2022]",6kBDZFXuLrZgHnvmPu9NsG,ambient|braindance|electronica|intelligent dance music|uk experimental electronic,uk,other
Ornette Coleman,The Shape Of Jazz To Come,Congeniality,20cLrU1NlLJlOhPO3CkX9G,4,"(24,85]","[1957,2002]",47odibUtrN3lnWx0p0pk2P,avant-garde jazz|contemporary jazz|contemporary post-bop|experimental|free improvisation|free jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|norwegian contemporary jazz|uk contemporary jazz,jazz,jazz
re:plus,Miscellany,Yourside - Intro-,3c3ZbZxdxphmHObZ85bFE7,4,"(1,24]","(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,jazz,jazz
KNOWER,Life,Lose My Mind,01ANRIM5xadzvgMqVhoC9b,4,"(1,24]","(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,pop,pop
MGMT,Oracular Spectacular,The Youth,5nv854ey1k43KaZ0kHmE4Z,3,"(24,85]","(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,alternative,alternative
Manchester Orchestra,Mean Everything To Nothing,Tony The Tiger,6gunk34vW60RK3godbdscY,4,"(24,85]","(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,rock,other
