artist,album,track,uri,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_levels,album.release_year,album.release_year_category,artist.id,artist.genres,artist.popularity,artist.number_of_followers,estimated_genre_type,genre_category
The Flashbulb,Hardscrabble,I Saw the Sky,6ZcTavKN0n2s3rA9OH178S,238600,7,0.683,0.753,-9.765,0.0646,0.478,0.67,0.0707,0.545,145.008,4,"(1,24]",2012,"(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,41,49926,dance,dance
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,A Night In Tunisia,0ObcT4xV4ARgZUx6YVPCzH,183293,0,0.487,0.464,-8.537,0.0568,0.893,0.0117,0.114,0.658,174.597,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Bitter Suite 3: Embrace,62InwwD3IeRCM3CTrN6yaW,466226,0,0.412,0.476,-7.971,0.0347,0.00822,0.0073,0.242,0.159,124.949,3,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
Chick Corea,Hot House,My Ship,7csDUBX5RVa1rBW2pDS0z5,710093,4,0.287,0.143,-17.669,0.0422,0.993,0.912,0.135,0.0397,83.077,3,"(1,24]",2012,"(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,51,313664,jazz,jazz
Little Brother,The Listening [Instrumentals],Shorty's Reprise,0Bote5uOKeISAhwvpaMfei,357560,0,0.718,0.651,-7.553,0.0415,0.256,1.47e-06,0.426,0.867,94.057,4,"[0,1]",2002,"[1957,2002]",0s9MrSopEoAn8JqwBipgdO,alternative hip-hop|hip-hop|north carolina hip-hop|southern hip-hop,43,123572,alternative,alternative
Charlie Parker,Charlie Parker With Strings,Repetition,4fKCAzvOCalJ2MnWeCSXkW,179559,0,0.383,0.42,-8.615,0.0388,0.734,0.523,0.0653,0.498,150.842,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Slint,Spiderland,Nosferatu Man,0rtI64Es7L5muAOKIcvO9U,334973,0,0.496,0.536,-15.693,0.0393,0.00614,0.703,0.0613,0.418,110.892,3,"[0,1]",1991,"[1957,2002]",4IwOItqRhsIoRuD5HP4vyC,alternative rock|art rock|dream pop|experimental|experimental rock|indie rock|louisville underground|math rock|post-hardcore|post-punk|post-rock|slowcore,42,157593,alternative,alternative
John Coltrane,Both Directions At Once: The Lost Album,Slow Blues,4MJekUfOvrufhMu0HClztq,688533,20,0.529,0.374,-13.653,0.112,0.363,0,0.328,0.596,130.761,3,"(1,24]",2018,"(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Veronik,Anómala,Primavera,43cPJKrgVUTBQuFIlMhN4t,224337,0,0.273,0.286,-10.31,0.0291,0.579,0.279,0.0785,0.171,140.617,4,"[0,1]",2017,"(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,0,3,,Not Assigned
VHS Head,Trademark Ribbons of Gold,Trademark Ribbons of Gold,37zapLJfaxN57hm9MqCITf,271000,3,0.531,0.573,-4.634,0.264,0.249,0.407,0.174,0.601,108.059,4,"(1,24]",2010,"(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,11,3063,vaporwave,other
Terell Stafford,Brotherlee Love,"Yes I Can, No You Can't",44Ru4mAVePihGPJcThBxjX,452080,1,0.623,0.59,-8.153,0.0432,0.513,0.943,0.149,0.712,130.241,4,"[0,1]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Repetition - Live At Carnegie Hall/1950,15Gxun2UkUzNCsfXhBpmVl,168386,0,0.333,0.597,-8.517,0.0823,0.772,0.457,0.945,0.578,166.693,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Flying Lotus,Cosmogramma,Satelllliiiiiiiteee,34ZzShdUn1PRMftg2Dj4x6,229093,33,0.419,0.911,-7.726,0.0742,0.228,0.711,0.109,0.288,114.654,4,"(24,85]",2010,"(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,57,714382,alternative,alternative
RATKING,So It Goes,Snow Beach,5FA2r7WMGGKYX8igSTR0aS,402687,0,0.258,0.969,-1.672,0.405,0.00347,4.29e-05,0.628,0.473,175.756,4,"[0,1]",2014,"(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,27,31260,escape,other
Portugal. The Man,The Satanic Satanist,Mornings,7imVmxP2fucgwKlPprICRr,279080,0,0.364,0.528,-5.575,0.0299,0.447,4.41e-05,0.161,0.156,115.929,5,"[0,1]",2009,"(2002,2010]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,65,1348978,alternative,alternative
Benny Golson Quintet,Domingo,A La Mode,1jgizyMCt4h8thyGAIv3Zu,542506,0,0.462,0.402,-12.987,0.0426,0.761,0.265,0.304,0.691,126.881,4,"[0,1]",1993,"[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,0,44,,Not Assigned
Danny Janklow,Worlds Collide,Ida Lupino,6W11DPI6PS1MQNUZCAqCpv,437866,0,0.321,0.0783,-16.906,0.0336,0.973,0.306,0.0769,0.22,151.329,4,"[0,1]",2019,"(2015,2022]",5tGErdVuglvOkSlTo4scnt,,7,1717,,Not Assigned
ROSALÍA,El Mal Querer,RENIEGO - Cap.5: Lamento,5meAAp6VRNKT4cR3CvKkfU,208196,50,0.246,0.21,-7.343,0.0369,0.817,4.27e-06,0.0945,0.307,124.37,5,"(24,85]",2018,"(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,85,6547564,r&b,other
Dexter Gordon,Our Man In Paris,Broadway - Rudy Van Gelder Edition / 2003 Remaster,1PjMGBJldPIrXOg5AZPNLu,404680,23,0.472,0.608,-8.229,0.0516,0.475,0,0.0739,0.829,110.407,4,"(1,24]",1963,"[1957,2002]",3NUsiT2JSyaWAnWaXxDzhQ,bebop|hard bop|jazz|jazz saxophone|vocal jazz,48,190095,jazz,jazz
Sungazer,"Sungazer, Vol. 2",Why We Fight,0Zc8pIqm3hFdKYo1K37k0r,174504,23,0.459,0.775,-8.617,0.432,0.0954,0.0138,0.353,0.508,134.794,4,"(1,24]",2019,"(2015,2022]",1uvnDqn7UvVy6orSq1E2YF,livetronica|progressive jazz fusion,40,73980,jazz,jazz
Terell Stafford,Brotherlee Love,Carolyn,3ktlnWNMsBSaHtj7KfsJR8,378066,11,0.556,0.119,-12.414,0.0448,0.925,0.906,0.173,0.295,117.685,4,"(1,24]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Macross 82-99,CHAM!,Whispy Woods/Game Over (feat. Strider Kun),0BD4qgYEAGmFWAC6nTFEcd,337136,21,0.485,0.732,-8.993,0.0331,0.00111,0.791,0.808,0.304,134.93,4,"(1,24]",2015,"(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,52,190966,bass,other
bôa,Twilight,Fool,6fYtZoUhbmvVgA7fRw53Kr,307200,0,0.534,0.682,-6.902,0.0286,0.0164,7.63e-06,0.141,0.107,132.159,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Donald Harrison,Quantum Leap,The Amazing Demme,0AeWOaXXEZqQBB8O0WyRuL,318920,0,0.518,0.377,-13.189,0.0381,0.654,0.467,0.278,0.392,105.479,4,"[0,1]",2010,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Venetian Snares,Detrimentalist,Gentleman,7Hbdxxm3DrqwRwsWT3EVXo,273386,0,0.548,0.976,-0.167,0.106,0.0435,0.000779,0.219,0.262,174.003,1,"[0,1]",2008,"(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,37,98895,dance,dance
Monk Rowe,Jazz Life,Things Ain't What They Used To Be,5PuSS640zYRzcDb570Pjhf,523133,0,0.661,0.33,-12.619,0.0657,0.826,0.804,0.0709,0.542,129.947,4,"[0,1]",1999,"[1957,2002]",4KXCf2cfl81bcPjvgCB37p,,0,20,,Not Assigned
Monk Rowe,Jazz Life,One for Nat,6I1GpJUJXx0I4bPcRjqwJm,299093,0,0.713,0.451,-9.994,0.0507,0.769,0.699,0.038,0.764,91.629,4,"[0,1]",1999,"[1957,2002]",4KXCf2cfl81bcPjvgCB37p,,0,20,,Not Assigned
Pharoah Sanders,Thembi,Bailophone Dance,27VlqTlDWJh1Oxc8DLIoyf,344133,0,0.624,0.752,-11.742,0.164,0.606,0.0838,0.148,0.37,125.221,3,"[0,1]",1971,"[1957,2002]",3JLUCojZaHrX2LaUkSj7Ud,avant-garde jazz|free jazz|hard bop|jazz|jazz funk|jazz fusion|jazz saxophone|spiritual jazz|uk contemporary jazz,48,126012,jazz,jazz
Donald Harrison,The Chosen,Urban Serengeti,7fBSeRPsBbS4luo2uXW00t,395960,0,0.36,0.511,-10.302,0.0289,0.567,0.598,0.0859,0.413,96.856,3,"[0,1]",2008,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Jane's Addiction,Nothing's Shocking,Up the Beach,7CByzrzR4LCBxVI7lM8Ggv,181000,43,0.218,0.699,-9.869,0.0549,0.151,0.971,0.117,0.0392,112.937,4,"(24,85]",1988,"[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,57,1258991,alternative,alternative
The Fall of Troy,Doppelganger,"Laces Out, Dan!",1hotcoQPFq2j00iWzSGxtj,151613,32,0.25,0.956,-5.447,0.101,0.000245,0.0802,0.156,0.194,130.123,4,"(24,85]",2005,"(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,46,150901,post-hardcore,other
Flying Lotus,Cosmogramma,MmmHmm,32ThzXPiQKs4CYqvlE7CFq,254840,41,0.466,0.698,-6.463,0.0891,0.361,0.0063,0.149,0.274,78.054,4,"(24,85]",2010,"(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,57,714382,alternative,alternative
John Coltrane,Coltrane's Sound,Liberia,08fPORjYOPjT9Vu6MVrlB5,411306,22,0.481,0.422,-14.62,0.045,0.794,0.0351,0.339,0.446,117.835,4,"(1,24]",1964,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Charles McPherson,First Flight Out,Lynns Grins,15VCNrgRwTYDDkd1MNsjdb,248026,1,0.534,0.554,-10.23,0.0537,0.718,0.588,0.148,0.744,125.475,4,"[0,1]",2006,"(2002,2010]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Death Grips,Year Of The Snitch,Linda's In Custody,77W1DYk5PjVsELroO4Wy2I,210130,38,0.644,0.832,-7.656,0.0769,0.415,5.92e-05,0.257,0.324,91.523,4,"(24,85]",2018,"(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,60,747307,experimental,other
Charlie Parker,Bird - Original Motion Picture Soundtrack,April In Paris,3dfjSmBIXtwAu7fm1xLRs0,199093,28,0.315,0.394,-10.149,0.0315,0.853,0.805,0.127,0.203,108.436,4,"(24,85]",1988,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
MGMT,Oracular Spectacular,Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,261000,72,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3,"(24,85]",2007,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
The Fall of Troy,Doppelganger,Whacko Jacko Steals The Elephant Man's Bones,76R141qhv47NSO8kxjrhGP,290746,31,0.265,0.953,-5.415,0.153,0.000327,0.157,0.852,0.303,124.789,4,"(24,85]",2005,"(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,46,150901,post-hardcore,other
Terell Stafford,Brotherlee Love,Stop Start,4zgUz8s6owvCeGR42kH7hx,407146,2,0.487,0.602,-10.067,0.0411,0.388,0.926,0.0968,0.759,134.017,4,"(1,24]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Ensiferum,Ensiferum,Intro,4FzABpwE4SmU6b13zB7XgK,110226,23,0.486,0.535,-6.961,0.0359,0.164,0.315,0.12,0.511,124.984,4,"(1,24]",2000,"[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,47,285115,metal,other
Tina Guo,Game On!,Metal Gear Solid,2MyK61mLJ7c700owb4RYkd,265853,16,0.192,0.501,-9.226,0.0528,0.1,0.888,0.118,0.0739,91.655,4,"(1,24]",2017,"(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,49,57563,cello,other
Shinsei Kamattechan,Minna Sine,donaru yume,2dtkiLRGUhdbHqf8qmuFmE,287946,0,0.407,0.963,-2.375,0.0859,0.0444,0,0.068,0.419,141.991,4,"[0,1]",2010,"(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,54,123161,alternative,alternative
Plaid,The Digging Remedy,Saladore,4lHAkvILVlk10ewhy3rEVt,231146,20,0.728,0.656,-18.163,0.0557,0.447,0.859,0.0928,0.806,140.012,4,"(1,24]",2016,"(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,44,98561,dance,dance
Emily Remler,East To Wes,Blues For Herb,6b69pfpUUu34BWaz237Kgy,382760,0,0.454,0.248,-22.149,0.0329,0.586,0.191,0.162,0.557,107.348,4,"[0,1]",1988,"[1957,2002]",2KD1KC9SgUiYueJUmWTnNJ,jazz guitar,32,16985,jazz,jazz
Manchester Orchestra,Mean Everything To Nothing,The Only One,21OjaM3ruMNK1Qqhy2sa70,159186,36,0.377,0.904,-3.679,0.0478,0.00117,1.9e-06,0.142,0.351,149.131,4,"(24,85]",2009,"(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,62,482388,rock,other
John Coltrane,Coltrane Plays the Blues,Blues to Bechet,6zrp0962R5OrwvXgnfVo9n,343666,19,0.421,0.322,-12.052,0.0334,0.718,6.32e-05,0.237,0.466,142.634,3,"(1,24]",1962,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,237893,79,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,"(24,85]",2019,"(2015,2022]",5cj0lLjcoR7YOSnhnX0Po5,dance pop|pop,88,23879491,dance,dance
Jerry Goldsmith,Jazz in Film,"Love Theme (From ""Chinatown"")",66tYxA2RBooo0Y6kBj7W7F,503066,33,0.346,0.131,-15.901,0.0322,0.939,0.884,0.0846,0.115,95.54,4,"(24,85]",1999,"[1957,2002]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Dave Liebman,Solo (Live in New York),Mind and Body (Live),22fu9JEbaUERoupYd5VTgi,355903,0,0.345,0.169,-12.305,0.0783,0.99,0.466,0.697,0.324,162.897,5,"[0,1]",2015,"(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,35,9673,jazz,jazz
What the Tango?!,Alt Mission,Locura Mujer,1tpCj7VKdfnQ4Q5qjbPfci,198414,0,0.531,0.34,-10.178,0.0313,0.3,1.39e-06,0.0699,0.236,117.081,4,"[0,1]",2013,"(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,0,36,,Not Assigned
Charles McPherson,First Flight Out,Nostalgia in Times Square,65z7fqS7506s955VRipn7o,466640,4,0.644,0.257,-16.726,0.0703,0.868,0.898,0.134,0.391,62.449,4,"(1,24]",2006,"(2002,2010]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
KNOWER,Let Go,Let Go,20HbCRbzlWoxqb89OxC12Z,156093,22,0.661,0.863,-8.758,0.0457,0.00159,0.861,0.145,0.282,128.089,4,"(1,24]",2013,"(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
bôa,Twilight,Twilight,065mWeAFcIWOX52Cnj9f6M,228800,0,0.386,0.828,-7.847,0.111,0.161,0.000506,0.0998,0.36,187.087,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Mikazuki BIGWAVE,彼女は魔法少女,FRESH!!,3vSYU9OmHafaLg1eYvb3cv,245333,0,0.845,0.9,-5.678,0.252,0.000597,0.0187,0.143,0.483,135.064,4,"[0,1]",2018,"(2015,2022]",7dqKRXUJvcgQbg6jq06uFW,future funk,43,58437,funk,other
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 27: No. 1 in C-Sharp Minor",533o13yARSOtUcZ9HElvUl,292040,13,0.389,0.0158,-18.532,0.0426,0.987,0.922,0.232,0.15,119.189,5,"(1,24]",2016,"(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,74,2898005,classical,other
Aphex Twin,Collapse EP,pthex,7bpRSRRj1g1By76xrOdw1J,297553,27,0.602,0.893,-11.564,0.112,0.04,0.88,0.0946,0.253,164.933,4,"(24,85]",2018,"(2015,2022]",6kBDZFXuLrZgHnvmPu9NsG,ambient|braindance|electronica|intelligent dance music|uk experimental electronic,65,1009799,uk,other
"Lester Young, Roy Eldridge & Vic Dickenson",Jazz Giants -56,I Guess I'll Have To Change My Plan,7lE83YFj2xF7iymceZmosp,566120,3,0.603,0.0907,-16.8,0.0626,0.86,0.00102,0.154,0.342,67.235,4,"(1,24]",2008,"(2002,2010]",0NKZIt0DlfPgRatwIcoI1A,,0,314,,Not Assigned
Tina Guo,Game On!,Halo,6B4p3leOqjII8twUlX9e7f,253333,17,0.283,0.74,-8.869,0.111,0.159,0.861,0.125,0.123,124.191,4,"(1,24]",2017,"(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,49,57563,cello,other
Ensiferum,Ensiferum,Guardians Of Fate,6bPm6vTqZM1YHvbd5isgg2,212240,34,0.355,0.941,-2.743,0.109,2.15e-05,0.523,0.366,0.519,159.988,4,"(24,85]",2000,"[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,47,285115,metal,other
John Coltrane,My Favorite Things,My Favorite Things,2JOEPbuwVf0nafGnMSVEhH,824133,54,0.277,0.242,-18.442,0.0342,0.694,0.464,0.113,0.285,175.384,3,"(24,85]",1961,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Tina Guo,Game On!,The Legend of Zelda,1dZpYvX5JUfh4QfH2NJlq4,358173,34,0.244,0.579,-8.192,0.0429,0.14,0.854,0.133,0.195,121.906,4,"(24,85]",2017,"(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,49,57563,cello,other
John Coltrane,Both Directions At Once: The Lost Album,Untitled Original 11386 - Take 2,7wRnVtR1tRQAzo2DgvEZRO,521266,18,0.338,0.44,-14.78,0.0423,0.237,0,0.355,0.707,61.897,4,"(1,24]",2018,"(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
The Delgados,Hate,Coming In From The Cold,75RY3Op9abpXS6wCuBGkdA,214893,0,0.441,0.676,-6.104,0.0257,0.127,0,0.724,0.469,88.739,4,"[0,1]",2002,"[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,30,18693,indie,indie
Terell Stafford,Brotherlee Love,Candy,16ZsyvbSe4nzwYTUz2JfwK,542133,7,0.663,0.0946,-13.045,0.0456,0.952,0.909,0.136,0.168,65.527,4,"(1,24]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
MGMT,Oracular Spectacular,Kids,1jJci4qxiYcOHhQR247rEU,302840,78,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,4,"(24,85]",2007,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Charlie Parker,Charlie Parker With Strings,Just Friends,24fy89UIAhqrMHqmHIK9Zz,212599,0,0.463,0.474,-8.95,0.0305,0.892,0.000972,0.233,0.679,136.69,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Rocker - Live At Carnegie Hall/1950,26CvHqbd1sS1A6j8DEp36z,191932,0,0.563,0.686,-7.93,0.355,0.859,0.0691,0.646,0.599,117.48,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
bôa,Twilight,Little Miss,4sE0aO9fqNdRHfJeYMQH9b,233480,0,0.621,0.813,-5.752,0.0375,0.42,0,0.301,0.792,118.178,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Mr Absolutt,"Japanese Boogie & Disco, Vol. 2",Sweet Dancer,1pZ6n8YzDy1NDjopqJyFYo,301090,0,0.769,0.771,-9.087,0.0605,0.033,0.129,0.135,0.83,109.996,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Charles McPherson,Come Play With Me,Jumping Jacks,20OHm4wKRp5yqZB1NHHPvN,438080,0,0.565,0.355,-13.778,0.0496,0.788,0.557,0.111,0.504,126.659,4,"[0,1]",2008,"(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
RATKING,So It Goes,Take,0DHuBLa0hwNIIcYEL6njVv,485478,0,0.395,0.955,-2.734,0.297,0.00464,0,0.899,0.0687,105.11,4,"[0,1]",2014,"(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,27,31260,escape,other
Branford Marsalis Quartet,Requiem,Cassandra,04eMV4k9I3vGwKHxOVU6oh,528933,1,0.378,0.323,-12.34,0.0347,0.927,0.773,0.0683,0.129,107.459,4,"[0,1]",1999,"[1957,2002]",795yvukGj0UOfcP8uftDq9,jazz quartet,34,18212,jazz,jazz
Hiromi,Spark,Take Me Away,5QfXVgeB62sJXyeBheJ1UN,445906,0,0.43,0.283,-15.638,0.034,0.408,0.908,0.117,0.358,127.119,1,"[0,1]",2016,"(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,42,197324,jazz,jazz
Death Grips,Year Of The Snitch,Death Grips Is Online,4EHv5m2D0zDYYAu4xZoYwm,211661,49,0.522,0.962,-4.814,0.0765,0.00388,0.0528,0.406,0.415,146.392,4,"(24,85]",2018,"(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,60,747307,experimental,other
Silversun Pickups,Carnavas,Melatonin,0fiBiDtcx3I3hLQZRCfkk5,244826,0,0.296,0.822,-5.68,0.0749,0.00707,0.0584,0.147,0.405,160.511,4,"[0,1]",2007,"(2002,2010]",6qyi8X6MdP1lu6B1K6yh3h,alternative rock|indie rock|la indie|modern rock|rock,57,591926,alternative,alternative
Flying Lotus,Cosmogramma,Galaxy In Janaki,4sh8PiGNm67BfgUkd7iQFH,147640,35,0.439,0.962,-3.329,0.0859,0.011,0.00238,0.35,0.54,80.537,4,"(24,85]",2010,"(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,57,714382,alternative,alternative
Donald Harrison,The Chosen,To Nola with Love,6C8dmbH5HlmBHUvtwwMETA,589880,1,0.527,0.0996,-17.054,0.0754,0.831,0.743,0.0907,0.241,175.773,3,"[0,1]",2008,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Aphex Twin,Collapse EP,"abundance10edit[2 R8's, FZ20m & a 909]",14iv4i2PeSeahoWdSC4hDL,380344,29,0.749,0.649,-11.304,0.0507,0.14,0.877,0.201,0.244,137.371,4,"(24,85]",2018,"(2015,2022]",6kBDZFXuLrZgHnvmPu9NsG,ambient|braindance|electronica|intelligent dance music|uk experimental electronic,65,1009799,uk,other
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Where the Road Parts,2lYIs991BlJhAikoEEMMFH,269746,0,0.509,0.751,-5.558,0.0342,0.159,0.0052,0.216,0.288,120.005,4,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Lake and the River,3yR6Z707bfa7ax5u5rwDLs,569986,0,0.295,0.748,-7.722,0.0441,0.0139,0.000366,0.646,0.337,164.952,4,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
The Fall of Troy,Doppelganger,The Hol[ ]y Tape...,3hXWIvUYOiRaW9k6Z1TmaG,291013,33,0.252,0.901,-7.17,0.129,0.00175,0.0383,0.256,0.204,147.466,4,"(24,85]",2005,"(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,46,150901,post-hardcore,other
